posición,area,á.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,años,meses,antigüedad,clave_de_sexo,lugar_de_nacimiento,nacionalidad,edad_del_empleado,estado_civil,hijos
POS347,LOG,S5,Direct,32600,Vol-Prob personales y/o fam.,DNO,2023-07-03,JT012324,2021-04-15,2,23.03333333,691,masculino,DURANGO,Mexican,31,U.Libr,2
POS538,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-07-03,JT031800,2022-08-09,1,6,180,masculino,GENERAL SIMON BOLIVAR,Mexican,26,U.Libr,1
POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-07-03,JS011500,2022-03-10,1,5.166666667,155,masculino,JUAREZ,Mexican,28,U.Libr,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-07-03,JF010600,2022-10-11,1,3.9,117,masculino,JUAREZ,Mexican,27,solter,1
POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,DNO,2023-09-03,JT012324,2022-12-15,1,2.8,84,masculino,OAXACA,Mexican,24,solter,0
POS2076,HRL,S6,Exempt,32540,Vol-Otro empleo,E3,2023-10-03,ADMINIST,2018-10-18,5,53.46666667,1604,femenino,JUAREZ,Mexican,48,casad.,2
POS2803,VS1,S5,Direct,32696,Imp.Tra-LFT y/o Reglamento int,DNO,2023-10-03,JS011500,2018-09-13,5,54.63333333,1639,masculino,CHIHUAHUA,Mexican,28,solter,0
POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,DNO,2023-03-13,JF010600,2022-08-12,1,3.166666667,95,masculino,JUAREZ,Mexican,37,U.Libr,5
POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-03-13,JT031800,2023-02-16,0,0.8333333333,25,femenino,VERACRUZ,Mexican,41,casad.,3
POS1323,VS9-ABS,S5,Direct,32599,Vol-Ambiente de trabajo,DO,2023-03-14,JF010600,2022-11-24,1,3.666666667,110,masculino,CHIHUAHUA,Mexican,20,solter,0
POS2939,VS5,S5,Direct,32599,Vol-Insatisfacción personal,DO,2023-03-14,JT012324,2023-01-17,0,1.866666667,56,femenino,PENJAMO,Mexican,39,casad.,4
POS2939,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-03-14,JF010600,2023-09-02,0,1.1,33,femenino,DURANGO,Mexican,19,solter,0
POS1376,MFS,S5,Direct,32575,Vol-Otro empleo,DNO,2023-03-14,JS011500,2015-04-03,8,97.73333333,2932,masculino,TATAUICAPAN,Mexican,31,U.Libr,2
POS1323,VS1-HOUS,S5,Direct,32575,Vol-Otro empleo,DO,2023-03-14,JS011500,2022-06-10,1,5.3,159,masculino,CHIHUAHUA,Mexican,28,solter,0
POS1323,VS9-ABS,S5,Direct,32695,Vol-Prob personales y/o fam.,DO,2023-03-14,JS011500,2022-01-12,1,3.433333333,103,masculino,GOMEZ PALACIO,Mexican,46,solter,0
POS1323,VS9-ABS,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-03-15,JF010600,2022-08-12,1,3.233333333,97,masculino,CHIHUAHUA,Mexican,35,solter,0
POS2939,VS4,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-03-15,JT012324,2023-09-02,0,1.133333333,34,masculino,CHIHUAHUA,Mexican,26,U.Libr,0
POS907,VS9-ABS,S6,Exempt,32546,Vol-Otro empleo,E4,2023-03-17,ADMINIST,2013-03-18,10,121.7,3651,masculino,TORREON,Mexican,51,casad.,3
POS1921,MFS,S5,Direct,32599,Vol-Transferencia entre planta,DO,2023-03-17,JS011500,2021-07-01,2,26.63333333,799,femenino,JUAREZ,Mexican,26,solter,1
POS347,LOG,S5,Direct,32594,Vol-Otro empleo,DNO,2023-03-21,JS011500,2022-01-12,1,3.666666667,110,masculino,VERACRUZ,Mexican,27,U.Libr,1
POS1323,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,DO,2023-03-21,JF010600,2022-09-29,1,5.766666667,173,masculino,JUAREZ,Mexican,19,solter,0
POS2939,VS9-ABS,S5,Direct,32599,Vol-Cambio de domicilio,DO,2023-03-21,JF010600,2023-05-01,0,2.5,75,femenino,JUAREZ,Mexican,20,solter,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-03-21,JT031800,2023-10-01,0,2.333333333,70,masculino,JUAREZ,Mexican,25,casad.,2
POS2939,VS5,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-03-21,JS011500,2023-10-01,0,2.333333333,70,femenino,DURANGO,Mexican,33,solter,1
POS538,VS1,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-03-21,JT031800,2023-09-02,0,1.333333333,40,femenino,JUAREZ,Mexican,23,solter,1
POS2939,VS1-HOUS,S5,Direct,32695,Vol-Transferencia entre planta,DO,2023-03-21,JF010600,2023-09-03,0,0.4,12,masculino,JUAREZ,Mexican,19,solter,0
POS1380,MFS,S5,Direct,32576,Vol-Insatisfacción personal,DO,2023-03-21,JF060600,2017-01-18,6,75.1,2253,masculino,JUAREZ,Mexican,25,solter,0
POS347,LOG,S5,Direct,32500,Vol-Prob personales y/o fam.,DNO,2023-03-21,JT012324,2017-03-08,6,68.53333333,2056,masculino,TUXTEPEC,Mexican,25,solter,0
POS1230,VS7,S5,Direct,32200,Vol-Otro empleo,DNO,2023-03-21,JS011500,2013-06-02,10,123.1666667,3695,masculino,VERACRUZ,Mexican,41,casad.,2
POS1323,VS7,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-03-21,JF010600,2016-09-21,7,79.06666667,2372,femenino,OAXACA,Mexican,35,solter,0
POS2939,VS9-ABS,S5,Direct,32570,Vol-Estudios,DO,2023-03-21,JS011500,2022-12-29,1,2.733333333,82,masculino,JUAREZ,Mexican,19,solter,0
POS841,HRL,S6,Managers,32472,Vol-Transferencia entre planta,SL1,2023-03-24,ADMINIST,2012-09-01,11,136.4,4092,masculino,JUAREZ,Mexican,33,solter,0
POS1230,VS5,S5,Direct,32573,Vol-Transferencia entre planta,DNO,2023-03-24,ADMINIST,2014-10-22,9,102.5,3075,masculino,JUAREZ,Mexican,34,solter,0
POS907,VS9-ABS,S6,Exempt,32668,Vol-Transferencia entre planta,E3,2023-03-25,ADMINIST,2016-05-18,7,83.4,2502,femenino,PARRAL,Mexican,42,solter,0
POS2167,TEF,S5,Direct,32594,Vol-Prob personales y/o fam.,DNO,2023-03-28,JS011500,2016-08-31,7,80,2400,masculino,JUAREZ,Mexican,27,solter,1
POS1323,VS9-ABS,S5,Direct,32584,Vol-Insatisfacción personal,DO,2023-03-28,JT012324,2018-12-13,5,52.2,1566,femenino,JUAREZ,Mexican,32,U.Libr,2
POS1230,VS1,S5,Direct,32575,Vol-Otro empleo,DNO,2023-03-28,JF010600,2022-12-22,1,3.2,96,masculino,DURANGO,Mexican,24,casad.,2
POS538,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-03-28,JT031800,2023-10-01,0,2.566666667,77,femenino,JUAREZ,Mexican,19,solter,0
POS2939,VS1-HOUS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-03-28,JT012324,2023-01-17,0,2.333333333,70,femenino,JUAREZ,Mexican,26,solter,3
POS2939,VS5,S5,Direct,32660,Vol-Otro empleo,DO,2023-03-28,JF010600,2023-01-26,0,2.033333333,61,femenino,JUAREZ,Mexican,31,U.Libr,3
POS1376,VS5,S5,Direct,32585,Vol-Prob personales y/o fam.,DNO,2023-03-28,JF010600,2015-02-25,8,98.43333333,2953,masculino,COATZACOALCOS,Mexican,31,U.Libr,2
POS907,VS4,S6,Exempt,32540,Vol-Otro empleo,E4,2023-03-31,ADMINIST,2006-03-13,17,207.5666667,6227,masculino,PARRAL,Mexican,48,casad.,2
POS538,VS1-HOUS,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2023-03-04,JT031800,2022-11-24,1,4.333333333,130,femenino,JUAREZ,Mexican,18,solter,0
POS538,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-03-04,JF060600,2022-12-15,1,3.633333333,109,femenino,CHIHUAHUA,Mexican,20,U.Libr,0
POS538,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-03-04,JT031800,2022-12-22,1,3.4,102,femenino,SAN LUCAS OJITLAN,Mexican,51,U.Libr,4
POS1380,MFS,S5,Direct,32600,Vol-No regreso / no dio razón,DO,2023-03-04,JT031800,2023-05-01,0,2.933333333,88,femenino,JUAREZ,Mexican,23,solter,0
POS347,LOG,S5,Direct,32580,Vol-Prob personales y/o fam.,DNO,2023-04-04,JS011500,2023-02-23,0,1.333333333,40,masculino,DURANGO,Mexican,42,casad.,4
POS1380,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-04-04,JF060600,2022-01-09,1,7.166666667,215,masculino,VERACRUZ,Mexican,40,casad.,3
POS538,VS9-ABS,S5,Direct,32575,Vol-Estudios,DO,2023-04-04,JT031800,2022-12-29,1,3.2,96,masculino,JUAREZ,Mexican,21,solter,0
POS2939,VS5,S5,Direct,32695,Vol-Prob personales y/o fam.,DO,2023-04-04,JF010600,2023-01-19,0,2.5,75,femenino,JUAREZ,Mexican,18,solter,0
POS1661,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-04-04,JS011500,2023-02-03,0,1.1,33,femenino,VERACRUZ,Mexican,26,solter,2
POS1323,VS4,S5,Direct,32696,Vol-Estudios,DO,2023-04-04,JS011500,2021-01-14,2,27,810,masculino,JUAREZ,Mexican,20,solter,0
POS2817,LOG,S6,Exempt,32553,Vol-Otro empleo,E4,2023-06-04,ADMINIST,2010-08-23,13,153.6333333,4609,masculino,LOS MOCHIS,Mexican,44,casad.,1
POS538,VS9-ABS,S5,Direct,32575,Vol-Estudios,DO,2023-11-04,JT031800,2022-03-11,1,5.3,159,femenino,SANTA BARBARA,Mexican,39,casad.,2
POS2939,VS5,S5,Direct,32590,Vol-Estudios,DO,2023-11-04,JS011500,2023-12-01,0,2.966666667,89,femenino,JUAREZ,Mexican,21,solter,0
POS2939,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2023-11-04,JF010600,2023-01-19,0,2.733333333,82,femenino,JUAREZ,Mexican,44,casad.,1
POS538,VS1,S5,Direct,3720,Vol-No regreso / no dio razón,DO,2023-11-04,JT031800,2023-02-02,0,2.266666667,68,femenino,JUAREZ,Mexican,24,U.Libr,1
POS2939,VS7,S5,Direct,32599,Vol-Cambio de domicilio,DO,2023-11-04,JF010600,2023-02-23,0,1.566666667,47,femenino,COSAMALOAPAN DE CARPIO,Mexican,18,U.Libr,1
POS2939,VS4,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-11-04,JF010600,2023-09-03,0,1.1,33,masculino,JUAREZ,Mexican,19,solter,0
POS1373,QMM,S5,Direct,32573,Vol-Cambio de domicilio,DNO,2023-11-04,JF010600,2017-01-06,6,71.33333333,2140,masculino,DURANGO,Mexican,45,casad.,3
POS1230,VS7,S5,Direct,32664,Vol-Transferencia entre planta,DNO,2023-04-14,JF010600,2021-10-14,2,18.23333333,547,masculino,CHIHUAHUA,Mexican,28,solter,0
POS1323,VS9-ABS,S5,Direct,32107,Imp.Tra-Jubilación,DO,2023-04-14,JF010600,2006-03-04,17,207.3333333,6220,femenino,MATAMOROS,Mexican,56,casad.,2
POS1921,MFS,S5,Direct,32576,Vol-Prob personales y/o fam.,DO,2023-04-18,JF010600,2019-10-01,4,51.96666667,1559,femenino,JUAREZ,Mexican,27,solter,0
POS1323,VS1,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-04-18,JS011500,2019-01-24,4,51.5,1545,femenino,JUAREZ,Mexican,43,casad.,3
POS1323,VS9-ABS,S5,Direct,32575,Vol-Maternidad,DO,2023-04-18,JF010600,2020-10-29,3,30.03333333,901,femenino,CHIHUAHUA,Mexican,21,solter,0
POS538,VS7,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-04-18,JT031800,2022-08-18,1,8.1,243,femenino,TATAHUICAPAN,Mexican,30,U.Libr,4
POS1323,VS9-ABS,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2023-04-18,JF010600,2022-01-12,1,4.6,138,femenino,JUAREZ,Mexican,33,U.Libr,3
POS1323,VS9-ABS,S5,Direct,32574,Vol-Prob personales y/o fam.,DO,2023-04-18,JF010600,2022-08-12,1,4.366666667,131,masculino,JUAREZ,Mexican,34,U.Libr,2
POS538,VS9-ABS,S5,Direct,32599,Vol-Estudios,DO,2023-04-18,JT031800,2022-12-15,1,4.133333333,124,femenino,JUAREZ,Mexican,21,solter,0
POS2939,VS9-ABS,S5,Direct,32654,Vol-No regreso / no dio razón,DO,2023-04-18,JF010600,2023-02-03,0,1.566666667,47,femenino,CHIHUAHUA,Mexican,18,solter,0
POS1661,MFS,S5,Direct,32599,Vol-Insatisfacción personal,DO,2023-04-18,JS011500,2023-03-23,0,0.8666666667,26,femenino,VERACRUZ,Mexican,36,solter,0
POS2939,VS7,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-04-18,JS011500,2023-03-30,0,0.6333333333,19,femenino,COMALCALCO,Mexican,43,U.Libr,2
POS2003,TEF,S5,Direct,32600,Vol-Cambio de domicilio,DNO,2023-04-18,ADMINIST,2017-01-18,6,76.03333333,2281,femenino,LERDO,Mexican,35,solter,1
POS2003,VS5,S5,Direct,32575,Vol-Otro empleo,DO,2023-04-18,JF010600,2017-03-16,6,74.13333333,2224,masculino,VERACRUZ,Mexican,34,U.Libr,0
POS538,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-04-24,JT031800,2022-03-10,1,6.766666667,203,masculino,VERACRUZ,Mexican,27,solter,0
POS1323,VS9-ABS,S5,Direct,32540,Vol-No regreso / no dio razón,DO,2023-04-24,JF010600,2022-12-15,1,4.333333333,130,femenino,JUAREZ,Mexican,21,solter,0
POS1323,VS5,S5,Direct,32590,Vol-Estudios,DO,2023-04-25,JT012324,2021-11-03,2,25.83333333,775,femenino,CHIHUAHUA,Mexican,20,solter,0
POS1323,VS5,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-04-25,JS011500,2022-08-25,1,8.1,243,femenino,FRESNILLO,Mexican,36,U.Libr,3
POS538,VS9-ABS,S5,Direct,32696,Vol-Prob personales y/o fam.,DO,2023-04-25,JF060600,2022-03-11,1,5.766666667,173,femenino,CHIHUAHUA,Mexican,22,solter,2
POS1323,VS9-ABS,S5,Direct,32695,Vol-Transferencia entre planta,DO,2023-04-25,JS011500,2022-03-11,1,5.766666667,173,femenino,MATAMOROS,Mexican,30,U.Libr,1
POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-04-25,JS011500,2022-11-24,1,5.066666667,152,femenino,CHIHUAHUA,Mexican,53,U.Libr,6
POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-04-25,JS011500,2022-08-12,1,4.6,138,masculino,VERACRUZ,Mexican,41,casad.,3
POS538,VS1,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-04-25,JT031800,2023-12-01,0,3.433333333,103,femenino,JUAREZ,Mexican,22,U.Libr,2
POS1661,MFS,S5,Direct,32599,Vol-Cambio de domicilio,DO,2023-04-25,JS011500,2023-02-16,0,2.266666667,68,masculino,DURANGO,Mexican,25,casad.,1
POS1323,VS1,S5,Direct,32599,Vol-Estudios,DO,2023-04-25,JF010600,2014-06-25,9,107.5333333,3226,femenino,VERACRUZ,Mexican,28,solter,0
POS2939,VS1,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2023-04-25,JS011500,2023-03-16,0,1.333333333,40,femenino,JUAREZ,Mexican,43,U.Libr,4
POS1380,MFS,S5,Direct,32575,Vol-Razones médicas,DO,2023-02-05,JT031800,2022-09-14,1,7.666666667,230,femenino,CHIHUAHUA,Mexican,44,solter,3
POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-02-05,JF060600,2022-12-22,1,4.366666667,131,femenino,JUAREZ,Mexican,26,U.Libr,2
POS1559,MFS,S5,Direct,32575,Vol-Otro empleo,DNO,2023-02-05,JF010600,2022-12-15,1,4.6,138,masculino,HUIMANGUILLO,Mexican,24,solter,0
POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-02-05,JT031800,2023-09-02,0,2.733333333,82,femenino,CHIHUAHUA,Mexican,22,solter,1
POS1559,MFS,S5,Direct,32695,Vol-Insatisfacción personal,DNO,2023-02-05,JF010600,2023-03-16,0,1.566666667,47,masculino,PARRAL,Mexican,32,U.Libr,1
POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-02-05,JT031800,2023-09-02,0,2.733333333,82,masculino,MINATITLAN,Mexican,23,U.Libr,2
POS2939,VS4,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-02-05,JS011500,2023-02-02,0,2.966666667,89,masculino,JUAREZ,Mexican,49,casad.,1
POS1323,VS9-ABS,S5,Direct,32575,Vol-Estudios,DO,2023-02-05,JS011500,2022-03-10,1,7.033333333,211,femenino,JUAREZ,Mexican,22,solter,1
POS2939,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-02-05,JF010600,2023-01-26,0,3.2,96,masculino,JUAREZ,Mexican,19,solter,0
POS538,VS9-ABS,S5,Direct,32696,Vol-Prob personales y/o fam.,DO,2023-02-05,JT031800,2022-03-11,1,6,180,femenino,JUAREZ,Mexican,25,solter,3
POS538,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-02-05,JT031800,2022-03-11,1,6,180,femenino,RAYA CARACOL,Mexican,21,solter,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Otro empleo,DO,2023-02-05,JF060600,2022-03-11,1,6,180,femenino,MARTINEZ DE LA TORRE,Mexican,23,U.Libr,0
POS1788,TEF,S6,Exempt,32553,Vol-Otro empleo,E4,2023-04-05,ADMINIST,2022-10-13,1,6.766666667,203,masculino,CHIHUAHUA,Mexican,46,casad.,1
POS2939,VS5,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2023-04-05,JF010600,2023-01-26,0,3.266666667,98,femenino,TABASCO,Mexican,20,U.Libr,0
POS1323,VS1,S5,Direct,32590,Vol-Transferencia entre planta,DO,2023-05-05,JS011500,2009-07-09,14,166.2666667,4988,femenino,VERACRUZ,Mexican,49,U.Libr,2
POS1323,VS9-ABS,S5,Direct,32695,Vol-Transferencia entre planta,DO,2023-05-05,JS011500,2022-03-10,1,7.133333333,214,masculino,CHIHUAHUA,Mexican,20,U.Libr,1
POS1230,VS4,S5,Direct,32600,Vol-Otro empleo,DNO,2023-09-05,JS011500,2019-12-09,4,44.5,1335,masculino,JUAREZ,Mexican,25,solter,0
POS343,VS5,S6,Exempt,32699,Vol-Prob personales y/o fam.,E3,2023-09-05,JF050600,2018-04-01,5,65.03333333,1951,masculino,JUAREZ,Mexican,63,casad.,3
POS1323,VS5,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2023-09-05,JF010600,2023-02-02,0,3.2,96,femenino,JUAREZ,Mexican,19,solter,0
POS1323,VS7,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2023-09-05,JS011500,2022-06-10,1,7.166666667,215,masculino,CHIHUAHUA,Mexican,22,solter,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-09-05,JT031800,2023-01-19,0,3.666666667,110,femenino,MINATITLAN,Mexican,23,solter,1
POS2939,VS4,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-10-05,JT012324,2023-02-16,0,2.766666667,83,masculino,JUAREZ,Mexican,27,solter,0
POS1921,MFS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2023-11-05,JF010600,2020-01-12,3,29.7,891,masculino,JUAREZ,Mexican,21,solter,0
POS1323,VS9-ABS,S5,Direct,32551,Vol-Transferencia entre planta,DO,2023-12-05,JF010600,2023-05-01,0,4.233333333,127,femenino,JUAREZ,Mexican,20,solter,0
POS1921,MFS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-12-05,JF010600,2022-09-14,1,8,240,femenino,DURANGO,Mexican,42,casad.,2
POS1376,VS1,S5,Direct,32599,Vol-Transferencia entre planta,DNO,2023-12-05,JT012324,2015-03-18,8,99.23333333,2977,masculino,JUAREZ,Mexican,27,solter,0
POS1323,VS9-ABS,S5,Direct,32510,Vol-Insatisfacción personal,DO,2023-12-05,JF010600,2023-05-01,0,4.233333333,127,masculino,JUAREZ,Mexican,28,solter,0
POS1323,VS4,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-05-15,JS011500,2023-02-02,0,3.4,102,masculino,JUAREZ,Mexican,20,solter,0
POS2939,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-05-15,JS011500,2023-03-30,0,1.533333333,46,femenino,JUAREZ,Mexican,41,divorc,3
POS1380,MFS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-05-16,JT031800,2022-08-09,1,8.333333333,250,masculino,TUXTEPEC,Mexican,27,U.Libr,1
POS1323,VS1-HOUS,S5,Direct,32590,Vol-Otro empleo,DO,2023-05-16,JF010600,2015-07-10,8,92.6,2778,femenino,TUXTEPEC,Mexican,47,casad.,3
POS1323,VS4,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-05-16,JF010600,2019-05-12,4,41.93333333,1258,femenino,CHIHUAHUA,Mexican,21,solter,0
POS347,LOG,S5,Direct,32422,Vol-Prob personales y/o fam.,DNO,2023-05-16,JF010600,2017-02-11,6,67.36666667,2021,femenino,TUXTEPEC,Mexican,30,solter,1
POS347,LOG,S5,Direct,32599,Vol-Insatisfacción personal,DNO,2023-05-16,JT012324,2016-12-14,7,78.13333333,2344,masculino,ORIZABA,Mexican,28,U.Libr,1
POS1745,MFS,S5,Direct,32599,Vol-Otro empleo,DNO,2023-05-16,ADMINIST,2016-11-23,7,78.83333333,2365,masculino,JUAREZ,Mexican,25,solter,0
POS1323,VS7,S5,Direct,32576,Vol-Prob personales y/o fam.,DO,2023-05-16,JS011500,2020-01-10,3,31.9,957,masculino,GUERRERO,Mexican,44,casad.,3
POS538,VS9-ABS,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2023-05-16,JT031800,2019-07-03,4,51.03333333,1531,femenino,DURANGO,Mexican,42,solter,4
POS1323,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-05-16,JF010600,2020-01-30,3,40.06666667,1202,femenino,JUAREZ,Mexican,31,solter,1
POS538,VS9-ABS,S5,Direct,32590,Vol-Insatisfacción personal,DO,2023-05-16,JT031800,2022-03-11,1,6.466666667,194,masculino,TORREON,Mexican,53,casad.,4
POS538,VS9-ABS,S5,Direct,32590,Vol-Transferencia entre planta,DO,2023-05-16,JF060600,2022-12-29,1,4.6,138,masculino,JUAREZ,Mexican,21,solter,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-05-16,JT031800,2023-05-01,0,4.366666667,131,femenino,DURANGO,Mexican,38,casad.,3
POS2847,TEF,S6,Exempt,32696,Muerte Accidental,E3,2023-05-19,ADMINIST,2019-08-22,4,45.53333333,1366,masculino,CHIHUAHUA,Mexican,26,solter,0
POS970,HSE,S6,Exempt,32659,Imp.Pat-Terminación del contra,E4,2023-05-19,ADMINIST,2020-08-25,3,33.23333333,997,masculino,JUAREZ,Mexican,32,solter,0
POS514,LOG,S6,Exempt,32389,Imp.Tra-Bajo desempeño,E3,2023-05-19,ADMINIST,2022-06-30,1,10.76666667,323,masculino,CHIHUAHUA,Mexican,24,solter,0
POS1230,VS9-ABS,S5,Direct,32340,Vol-Transferencia entre planta,DNO,2023-05-19,JF010600,2023-05-01,0,4.466666667,134,femenino,CHIHUAHUA,Mexican,22,solter,0
POS977,VS5,S6,Managers,32472,Imp.Pat-Terminación del contra,SL1,2023-05-19,JF010600,2018-11-01,5,65.13333333,1954,femenino,JUAREZ,Mexican,48,casad.,3
POS1376,VS7,S5,Direct,32599,Imp.Tra-Jubilación,DNO,2023-05-19,JT021800,2008-05-19,15,182.6,5478,masculino,GUANAJUATO,Mexican,62,casad.,0
POS2456,VS5,S5,Direct,32599,Vol-Transferencia entre planta,DNO,2023-05-19,JF010600,2010-02-07,13,156.8,4704,masculino,JUAREZ,Mexican,31,casad.,0
POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-05-22,JT031800,2023-05-01,0,4.566666667,137,femenino,CHIHUAHUA,Mexican,24,solter,1
POS1380,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2023-05-23,JF060600,2020-03-19,3,38.66666667,1160,femenino,JUAREZ,Mexican,25,solter,3
POS1921,MFS,S5,Direct,32594,Vol-Prob personales y/o fam.,DO,2023-05-23,JF010600,2017-07-20,6,71.1,2133,femenino,JUAREZ,Mexican,24,U.Libr,0
POS538,VS1,S5,Direct,32575,Vol-Razones médicas,DO,2023-05-23,JT031800,2023-09-02,0,3.433333333,103,femenino,JUAREZ,Mexican,32,casad.,4
POS1323,VS4,S5,Direct,32575,Vol-Otro empleo,DO,2023-05-23,JT012324,2023-02-16,0,3.2,96,masculino,JUAREZ,Mexican,20,solter,0
POS2939,VS4,S5,Direct,32590,Vol-Transferencia entre planta,DO,2023-05-23,JS011500,2023-03-23,0,2.033333333,61,femenino,VERACRUZ,Mexican,43,casad.,3
POS1323,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-05-23,JS011500,2018-11-22,5,54.76666667,1643,femenino,COAHUILA,Mexican,41,solter,3
POS2939,VS7,S5,Direct,32698,Vol-Prob personales y/o fam.,DO,2023-05-23,JF010600,2023-03-30,0,1.8,54,femenino,JUAREZ,Mexican,24,casad.,3
POS2939,VS7,S5,Direct,32575,Vol-Estudios,DO,2023-05-23,JS011500,2023-05-04,0,1.6,48,masculino,CHIHUAHUA,Mexican,23,solter,1
POS1111,TEF,S5,Indirect,32575,Vol-Otro empleo,DNO,2023-05-23,ADMINIST,2017-01-02,6,76.73333333,2302,masculino,JUAREZ,Mexican,44,casad.,3
POS347,LOG,S5,Direct,32575,Vol-Estudios,DNO,2023-05-23,JT021800,2017-07-09,6,69.46666667,2084,femenino,JUAREZ,Mexican,24,solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Razones médicas,DO,2023-05-23,JT012324,2022-01-09,1,8.8,264,femenino,JUAREZ,Mexican,35,U.Libr,2
POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-05-23,JS011500,2022-09-14,1,8.366666667,251,femenino,JUAREZ,Mexican,23,solter,4
POS538,VS9-ABS,S5,Direct,32583,Vol-Otro empleo,DO,2023-05-23,JT031800,2022-12-29,1,4.833333333,145,femenino,CULIACAN,Mexican,31,casad.,1
POS538,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-05-23,JT031800,2023-10-01,0,4.433333333,133,femenino,VERACRUZ,Mexican,33,solter,3
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-05-23,JT031800,2014-03-12,9,103.1,3093,femenino,CIHUATLAN,Mexican,38,divorc,3
POS2939,VS1-HOUS,S5,Direct,32590,Vol-Insatisfacción personal,DO,2023-05-23,JS011500,2023-03-23,0,2.033333333,61,femenino,HIDALGO,Mexican,50,casad.,3
POS2718,VS7,S5,Indirect,32471,Vol-Transferencia entre planta,DNO,2023-05-26,ADMINIST,2017-06-07,6,71.66666667,2150,femenino,JUAREZ,Mexican,27,solter,0
