,posicion,area,a.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,anos,meses,antiguedad,clave_de_sexo,lugar_de_nacimiento,edad_del_empleado,estado_civil,hijos,cluster
157,POS2803,VS1,S5,Direct,32696,imp.tra-lft y/o reglamento,DNO,2023-10-03,JS011500,2018-09-13,5,54.63333333,1639,masculino,CHIHUAHUA,28,solter,0,2
158,POS347,LOG,S5,Direct,32575,vol-no regreso / no dio razon,DNO,2023-03-13,JF010600,2022-08-12,1,3.166666667,95,masculino,JUAREZ,37,u.libr,5,2
159,POS538,VS1,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-03-13,JT031800,2023-02-16,0,0.8333333333,25,femenino,VERACRUZ,41,casad,3,1
160,POS1323,VS9-ABS,S5,Direct,32599,vol-ambiente de trabajo,DO,2023-03-14,JF010600,2022-11-24,1,3.666666667,110,masculino,CHIHUAHUA,20,solter,0,0
161,POS2939,VS5,S5,Direct,32599,vol-insatisfaccion personal,DO,2023-03-14,JT012324,2023-01-17,0,1.866666667,56,femenino,PENJAMO,39,casad,4,1
162,POS2939,VS7,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-03-14,JF010600,2023-09-02,0,1.1,33,femenino,DURANGO,19,solter,0,1
163,POS1376,MFS,S5,Direct,32575,vol-otro empleo,DNO,2023-03-14,JS011500,2015-04-03,8,97.73333333,2932,masculino,TATAUICAPAN,31,u.libr,2,2
164,POS1323,VS1-HOUS,S5,Direct,32575,vol-otro empleo,DO,2023-03-14,JS011500,2022-06-10,1,5.3,159,masculino,CHIHUAHUA,28,solter,0,0
165,POS1323,VS9-ABS,S5,Direct,32695,vol-prob personales y/o fam,DO,2023-03-14,JS011500,2022-01-12,1,3.433333333,103,masculino,GOMEZ PALACIO,46,solter,0,0
166,POS1323,VS9-ABS,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-03-15,JF010600,2022-08-12,1,3.233333333,97,masculino,CHIHUAHUA,35,solter,0,0
167,POS2939,VS4,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-03-15,JT012324,2023-09-02,0,1.133333333,34,masculino,CHIHUAHUA,26,u.libr,0,0
168,POS907,VS9-ABS,S6,Exempt,32546,vol-otro empleo,E4,2023-03-17,ADMINIST,2013-03-18,10,121.7,3651,masculino,TORREON,51,casad,3,3
169,POS1921,MFS,S5,Direct,32599,vol-transferencia entre planta,DO,2023-03-17,JS011500,2021-07-01,2,26.63333333,799,femenino,JUAREZ,26,solter,1,1
170,POS347,LOG,S5,Direct,32594,vol-otro empleo,DNO,2023-03-21,JS011500,2022-01-12,1,3.666666667,110,masculino,VERACRUZ,27,u.libr,1,2
171,POS1323,VS9-ABS,S5,Direct,32599,vol-insatisfaccion personal,DO,2023-03-21,JF010600,2022-09-29,1,5.766666667,173,masculino,JUAREZ,19,solter,0,0
172,POS2939,VS9-ABS,S5,Direct,32599,vol-cambio de domicilio,DO,2023-03-21,JF010600,2023-05-01,0,2.5,75,femenino,JUAREZ,20,solter,0,1
173,POS538,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-03-21,JT031800,2023-10-01,0,2.333333333,70,masculino,JUAREZ,25,casad,2,0
174,POS2939,VS5,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-03-21,JS011500,2023-10-01,0,2.333333333,70,femenino,DURANGO,33,solter,1,1
175,POS538,VS1,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-03-21,JT031800,2023-09-02,0,1.333333333,40,femenino,JUAREZ,23,solter,1,1
176,POS2939,VS1-HOUS,S5,Direct,32695,vol-transferencia entre planta,DO,2023-03-21,JF010600,2023-09-03,0,0.4,12,masculino,JUAREZ,19,solter,0,0
177,POS1380,MFS,S5,Direct,32576,vol-insatisfaccion personal,DO,2023-03-21,JF060600,2017-01-18,6,75.1,2253,masculino,JUAREZ,25,solter,0,0
178,POS347,LOG,S5,Direct,32500,vol-prob personales y/o fam,DNO,2023-03-21,JT012324,2017-03-08,6,68.53333333,2056,masculino,TUXTEPEC,25,solter,0,2
179,POS1230,VS7,S5,Direct,32200,vol-otro empleo,DNO,2023-03-21,JS011500,2013-06-02,10,123.1666667,3695,masculino,VERACRUZ,41,casad,2,2
180,POS1323,VS7,S5,Direct,32575,vol-cambio de domicilio,DO,2023-03-21,JF010600,2016-09-21,7,79.06666667,2372,femenino,OAXACA,35,solter,0,1
181,POS2939,VS9-ABS,S5,Direct,32570,vol-estudios,DO,2023-03-21,JS011500,2022-12-29,1,2.733333333,82,masculino,JUAREZ,19,solter,0,0
182,POS841,HRL,S6,Managers,32472,vol-transferencia entre planta,SL1,2023-03-24,ADMINIST,2012-09-01,11,136.4,4092,masculino,JUAREZ,33,solter,0,3
183,POS1230,VS5,S5,Direct,32573,vol-transferencia entre planta,DNO,2023-03-24,ADMINIST,2014-10-22,9,102.5,3075,masculino,JUAREZ,34,solter,0,2
184,POS907,VS9-ABS,S6,Exempt,32668,vol-transferencia entre planta,E3,2023-03-25,ADMINIST,2016-05-18,7,83.4,2502,femenino,PARRAL,42,solter,0,3
185,POS2167,TEF,S5,Direct,32594,vol-prob personales y/o fam,DNO,2023-03-28,JS011500,2016-08-31,7,80.0,2400,masculino,JUAREZ,27,solter,1,2
186,POS1323,VS9-ABS,S5,Direct,32584,vol-insatisfaccion personal,DO,2023-03-28,JT012324,2018-12-13,5,52.2,1566,femenino,JUAREZ,32,u.libr,2,1
187,POS1230,VS1,S5,Direct,32575,vol-otro empleo,DNO,2023-03-28,JF010600,2022-12-22,1,3.2,96,masculino,DURANGO,24,casad,2,2
188,POS538,VS5,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-03-28,JT031800,2023-10-01,0,2.566666667,77,femenino,JUAREZ,19,solter,0,1
189,POS2939,VS1-HOUS,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-03-28,JT012324,2023-01-17,0,2.333333333,70,femenino,JUAREZ,26,solter,3,1
190,POS2939,VS5,S5,Direct,32660,vol-otro empleo,DO,2023-03-28,JF010600,2023-01-26,0,2.033333333,61,femenino,JUAREZ,31,u.libr,3,1
191,POS1376,VS5,S5,Direct,32585,vol-prob personales y/o fam,DNO,2023-03-28,JF010600,2015-02-25,8,98.43333333,2953,masculino,COATZACOALCOS,31,u.libr,2,2
192,POS907,VS4,S6,Exempt,32540,vol-otro empleo,E4,2023-03-31,ADMINIST,2006-03-13,17,207.5666667,6227,masculino,PARRAL,48,casad,2,3
193,POS538,VS1-HOUS,S5,Direct,32599,vol-no regreso / no dio razon,DO,2023-03-04,JT031800,2022-11-24,1,4.333333333,130,femenino,JUAREZ,18,solter,0,1
194,POS538,VS5,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-03-04,JF060600,2022-12-15,1,3.633333333,109,femenino,CHIHUAHUA,20,u.libr,0,1
195,POS538,VS9-ABS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-03-04,JT031800,2022-12-22,1,3.4,102,femenino,SAN LUCAS OJITLAN,51,u.libr,4,1
196,POS1380,MFS,S5,Direct,32600,vol-no regreso / no dio razon,DO,2023-03-04,JT031800,2023-05-01,0,2.933333333,88,femenino,JUAREZ,23,solter,0,1
197,POS347,LOG,S5,Direct,32580,vol-prob personales y/o fam,DNO,2023-04-04,JS011500,2023-02-23,0,1.333333333,40,masculino,DURANGO,42,casad,4,2
198,POS1380,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-04-04,JF060600,2022-01-09,1,7.166666667,215,masculino,VERACRUZ,40,casad,3,0
199,POS538,VS9-ABS,S5,Direct,32575,vol-estudios,DO,2023-04-04,JT031800,2022-12-29,1,3.2,96,masculino,JUAREZ,21,solter,0,0
200,POS2939,VS5,S5,Direct,32695,vol-prob personales y/o fam,DO,2023-04-04,JF010600,2023-01-19,0,2.5,75,femenino,JUAREZ,18,solter,0,1
201,POS1661,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-04-04,JS011500,2023-02-03,0,1.1,33,femenino,VERACRUZ,26,solter,2,1
202,POS1323,VS4,S5,Direct,32696,vol-estudios,DO,2023-04-04,JS011500,2021-01-14,2,27.0,810,masculino,JUAREZ,20,solter,0,0
203,POS2817,LOG,S6,Exempt,32553,vol-otro empleo,E4,2023-06-04,ADMINIST,2010-08-23,13,153.6333333,4609,masculino,LOS MOCHIS,44,casad,1,3
204,POS538,VS9-ABS,S5,Direct,32575,vol-estudios,DO,2023-11-04,JT031800,2022-03-11,1,5.3,159,femenino,SANTA BARBARA,39,casad,2,1
205,POS2939,VS5,S5,Direct,32590,vol-estudios,DO,2023-11-04,JS011500,2023-12-01,0,2.966666667,89,femenino,JUAREZ,21,solter,0,1
206,POS2939,VS9-ABS,S5,Direct,32599,vol-no regreso / no dio razon,DO,2023-11-04,JF010600,2023-01-19,0,2.733333333,82,femenino,JUAREZ,44,casad,1,1
207,POS538,VS1,S5,Direct,3720,vol-no regreso / no dio razon,DO,2023-11-04,JT031800,2023-02-02,0,2.266666667,68,femenino,JUAREZ,24,u.libr,1,1
208,POS2939,VS7,S5,Direct,32599,vol-cambio de domicilio,DO,2023-11-04,JF010600,2023-02-23,0,1.566666667,47,femenino,COSAMALOAPAN DE CARPIO,18,u.libr,1,1
209,POS2939,VS4,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-11-04,JF010600,2023-09-03,0,1.1,33,masculino,JUAREZ,19,solter,0,0
210,POS1373,QMM,S5,Direct,32573,vol-cambio de domicilio,DNO,2023-11-04,JF010600,2017-01-06,6,71.33333333,2140,masculino,DURANGO,45,casad,3,2
211,POS1230,VS7,S5,Direct,32664,vol-transferencia entre planta,DNO,2023-04-14,JF010600,2021-10-14,2,18.23333333,547,masculino,CHIHUAHUA,28,solter,0,2
212,POS1323,VS9-ABS,S5,Direct,32107,imp.tra-jubilacion,DO,2023-04-14,JF010600,2006-03-04,17,207.3333333,6220,femenino,MATAMOROS,56,casad,2,1
213,POS1921,MFS,S5,Direct,32576,vol-prob personales y/o fam,DO,2023-04-18,JF010600,2019-10-01,4,51.96666667,1559,femenino,JUAREZ,27,solter,0,1
214,POS1323,VS1,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-04-18,JS011500,2019-01-24,4,51.5,1545,femenino,JUAREZ,43,casad,3,1
215,POS1323,VS9-ABS,S5,Direct,32575,vol-maternidad,DO,2023-04-18,JF010600,2020-10-29,3,30.03333333,901,femenino,CHIHUAHUA,21,solter,0,1
216,POS538,VS7,S5,Direct,32575,vol-cambio de domicilio,DO,2023-04-18,JT031800,2022-08-18,1,8.1,243,femenino,TATAHUICAPAN,30,u.libr,4,1
217,POS1323,VS9-ABS,S5,Direct,32599,vol-no regreso / no dio razon,DO,2023-04-18,JF010600,2022-01-12,1,4.6,138,femenino,JUAREZ,33,u.libr,3,1
218,POS1323,VS9-ABS,S5,Direct,32574,vol-prob personales y/o fam,DO,2023-04-18,JF010600,2022-08-12,1,4.366666667,131,masculino,JUAREZ,34,u.libr,2,0
219,POS538,VS9-ABS,S5,Direct,32599,vol-estudios,DO,2023-04-18,JT031800,2022-12-15,1,4.133333333,124,femenino,JUAREZ,21,solter,0,1
220,POS2939,VS9-ABS,S5,Direct,32654,vol-no regreso / no dio razon,DO,2023-04-18,JF010600,2023-02-03,0,1.566666667,47,femenino,CHIHUAHUA,18,solter,0,1
221,POS1661,MFS,S5,Direct,32599,vol-insatisfaccion personal,DO,2023-04-18,JS011500,2023-03-23,0,0.8666666667,26,femenino,VERACRUZ,36,solter,0,1
222,POS2939,VS7,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-04-18,JS011500,2023-03-30,0,0.6333333333,19,femenino,COMALCALCO,43,u.libr,2,1
223,POS2003,TEF,S5,Direct,32600,vol-cambio de domicilio,DNO,2023-04-18,ADMINIST,2017-01-18,6,76.03333333,2281,femenino,LERDO,35,solter,1,2
224,POS2003,VS5,S5,Direct,32575,vol-otro empleo,DO,2023-04-18,JF010600,2017-03-16,6,74.13333333,2224,masculino,VERACRUZ,34,u.libr,0,0
225,POS538,VS7,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-04-24,JT031800,2022-03-10,1,6.766666667,203,masculino,VERACRUZ,27,solter,0,0
226,POS1323,VS9-ABS,S5,Direct,32540,vol-no regreso / no dio razon,DO,2023-04-24,JF010600,2022-12-15,1,4.333333333,130,femenino,JUAREZ,21,solter,0,1
227,POS1323,VS5,S5,Direct,32590,vol-estudios,DO,2023-04-25,JT012324,2021-11-03,2,25.83333333,775,femenino,CHIHUAHUA,20,solter,0,1
228,POS1323,VS5,S5,Direct,32575,vol-cambio de domicilio,DO,2023-04-25,JS011500,2022-08-25,1,8.1,243,femenino,FRESNILLO,36,u.libr,3,1
229,POS538,VS9-ABS,S5,Direct,32696,vol-prob personales y/o fam,DO,2023-04-25,JF060600,2022-03-11,1,5.766666667,173,femenino,CHIHUAHUA,22,solter,2,1
230,POS1323,VS9-ABS,S5,Direct,32695,vol-transferencia entre planta,DO,2023-04-25,JS011500,2022-03-11,1,5.766666667,173,femenino,MATAMOROS,30,u.libr,1,1
231,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-04-25,JS011500,2022-11-24,1,5.066666667,152,femenino,CHIHUAHUA,53,u.libr,6,1
232,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-04-25,JS011500,2022-08-12,1,4.6,138,masculino,VERACRUZ,41,casad,3,0
233,POS538,VS1,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-04-25,JT031800,2023-12-01,0,3.433333333,103,femenino,JUAREZ,22,u.libr,2,1
234,POS1661,MFS,S5,Direct,32599,vol-cambio de domicilio,DO,2023-04-25,JS011500,2023-02-16,0,2.266666667,68,masculino,DURANGO,25,casad,1,0
235,POS1323,VS1,S5,Direct,32599,vol-estudios,DO,2023-04-25,JF010600,2014-06-25,9,107.5333333,3226,femenino,VERACRUZ,28,solter,0,1
236,POS2939,VS1,S5,Direct,32599,vol-prob personales y/o fam,DO,2023-04-25,JS011500,2023-03-16,0,1.333333333,40,femenino,JUAREZ,43,u.libr,4,1
237,POS1380,MFS,S5,Direct,32575,vol-razones medicas,DO,2023-02-05,JT031800,2022-09-14,1,7.666666667,230,femenino,CHIHUAHUA,44,solter,3,1
238,POS1380,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-02-05,JF060600,2022-12-22,1,4.366666667,131,femenino,JUAREZ,26,u.libr,2,1
239,POS1559,MFS,S5,Direct,32575,vol-otro empleo,DNO,2023-02-05,JF010600,2022-12-15,1,4.6,138,masculino,HUIMANGUILLO,24,solter,0,2
240,POS538,VS1,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-02-05,JT031800,2023-09-02,0,2.733333333,82,femenino,CHIHUAHUA,22,solter,1,1
241,POS1559,MFS,S5,Direct,32695,vol-insatisfaccion personal,DNO,2023-02-05,JF010600,2023-03-16,0,1.566666667,47,masculino,PARRAL,32,u.libr,1,2
242,POS538,VS1,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-02-05,JT031800,2023-09-02,0,2.733333333,82,masculino,MINATITLAN,23,u.libr,2,0
243,POS2939,VS4,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-02-05,JS011500,2023-02-02,0,2.966666667,89,masculino,JUAREZ,49,casad,1,0
244,POS1323,VS9-ABS,S5,Direct,32575,vol-estudios,DO,2023-02-05,JS011500,2022-03-10,1,7.033333333,211,femenino,JUAREZ,22,solter,1,1
245,POS2939,VS5,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-02-05,JF010600,2023-01-26,0,3.2,96,masculino,JUAREZ,19,solter,0,0
246,POS538,VS9-ABS,S5,Direct,32696,vol-prob personales y/o fam,DO,2023-02-05,JT031800,2022-03-11,1,6.0,180,femenino,JUAREZ,25,solter,3,1
247,POS538,VS9-ABS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-02-05,JT031800,2022-03-11,1,6.0,180,femenino,RAYA CARACOL,21,solter,0,1
248,POS538,VS9-ABS,S5,Direct,32575,vol-otro empleo,DO,2023-02-05,JF060600,2022-03-11,1,6.0,180,femenino,MARTINEZ DE LA TORRE,23,u.libr,0,1
249,POS1788,TEF,S6,Exempt,32553,vol-otro empleo,E4,2023-04-05,ADMINIST,2022-10-13,1,6.766666667,203,masculino,CHIHUAHUA,46,casad,1,3
250,POS2939,VS5,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2023-04-05,JF010600,2023-01-26,0,3.266666667,98,femenino,TABASCO,20,u.libr,0,1
251,POS1323,VS1,S5,Direct,32590,vol-transferencia entre planta,DO,2023-05-05,JS011500,2009-07-09,14,166.2666667,4988,femenino,VERACRUZ,49,u.libr,2,1
252,POS1323,VS9-ABS,S5,Direct,32695,vol-transferencia entre planta,DO,2023-05-05,JS011500,2022-03-10,1,7.133333333,214,masculino,CHIHUAHUA,20,u.libr,1,0
253,POS1230,VS4,S5,Direct,32600,vol-otro empleo,DNO,2023-09-05,JS011500,2019-12-09,4,44.5,1335,masculino,JUAREZ,25,solter,0,2
254,POS343,VS5,S6,Exempt,32699,vol-prob personales y/o fam,E3,2023-09-05,JF050600,2018-04-01,5,65.03333333,1951,masculino,JUAREZ,63,casad,3,3
255,POS1323,VS5,S5,Direct,32599,vol-prob personales y/o fam,DO,2023-09-05,JF010600,2023-02-02,0,3.2,96,femenino,JUAREZ,19,solter,0,1
256,POS1323,VS7,S5,Direct,32599,vol-no regreso / no dio razon,DO,2023-09-05,JS011500,2022-06-10,1,7.166666667,215,masculino,CHIHUAHUA,22,solter,0,0
257,POS538,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-09-05,JT031800,2023-01-19,0,3.666666667,110,femenino,MINATITLAN,23,solter,1,1
258,POS2939,VS4,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-10-05,JT012324,2023-02-16,0,2.766666667,83,masculino,JUAREZ,27,solter,0,0
259,POS1921,MFS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2023-11-05,JF010600,2020-01-12,3,29.7,891,masculino,JUAREZ,21,solter,0,0
260,POS1323,VS9-ABS,S5,Direct,32551,vol-transferencia entre planta,DO,2023-12-05,JF010600,2023-05-01,0,4.233333333,127,femenino,JUAREZ,20,solter,0,1
261,POS1921,MFS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-12-05,JF010600,2022-09-14,1,8.0,240,femenino,DURANGO,42,casad,2,1
262,POS1376,VS1,S5,Direct,32599,vol-transferencia entre planta,DNO,2023-12-05,JT012324,2015-03-18,8,99.23333333,2977,masculino,JUAREZ,27,solter,0,2
263,POS1323,VS9-ABS,S5,Direct,32510,vol-insatisfaccion personal,DO,2023-12-05,JF010600,2023-05-01,0,4.233333333,127,masculino,JUAREZ,28,solter,0,0
264,POS1323,VS4,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-05-15,JS011500,2023-02-02,0,3.4,102,masculino,JUAREZ,20,solter,0,0
265,POS2939,VS7,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-05-15,JS011500,2023-03-30,0,1.533333333,46,femenino,JUAREZ,41,divorciado,3,1
266,POS1380,MFS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-05-16,JT031800,2022-08-09,1,8.333333333,250,masculino,TUXTEPEC,27,u.libr,1,0
267,POS1323,VS1-HOUS,S5,Direct,32590,vol-otro empleo,DO,2023-05-16,JF010600,2015-07-10,8,92.6,2778,femenino,TUXTEPEC,47,casad,3,1
268,POS1323,VS4,S5,Direct,32575,vol-transferencia entre planta,DO,2023-05-16,JF010600,2019-05-12,4,41.93333333,1258,femenino,CHIHUAHUA,21,solter,0,1
269,POS347,LOG,S5,Direct,32422,vol-prob personales y/o fam,DNO,2023-05-16,JF010600,2017-02-11,6,67.36666667,2021,femenino,TUXTEPEC,30,solter,1,2
270,POS347,LOG,S5,Direct,32599,vol-insatisfaccion personal,DNO,2023-05-16,JT012324,2016-12-14,7,78.13333333,2344,masculino,ORIZABA,28,u.libr,1,2
271,POS1745,MFS,S5,Direct,32599,vol-otro empleo,DNO,2023-05-16,ADMINIST,2016-11-23,7,78.83333333,2365,masculino,JUAREZ,25,solter,0,2
272,POS1323,VS7,S5,Direct,32576,vol-prob personales y/o fam,DO,2023-05-16,JS011500,2020-01-10,3,31.9,957,masculino,GUERRERO,44,casad,3,0
273,POS538,VS9-ABS,S5,Direct,32599,vol-prob personales y/o fam,DO,2023-05-16,JT031800,2019-07-03,4,51.03333333,1531,femenino,DURANGO,42,solter,4,1
274,POS1323,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-05-16,JF010600,2020-01-30,3,40.06666667,1202,femenino,JUAREZ,31,solter,1,1
275,POS538,VS9-ABS,S5,Direct,32590,vol-insatisfaccion personal,DO,2023-05-16,JT031800,2022-03-11,1,6.466666667,194,masculino,TORREON,53,casad,4,0
276,POS538,VS9-ABS,S5,Direct,32590,vol-transferencia entre planta,DO,2023-05-16,JF060600,2022-12-29,1,4.6,138,masculino,JUAREZ,21,solter,0,0
277,POS538,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-05-16,JT031800,2023-05-01,0,4.366666667,131,femenino,DURANGO,38,casad,3,1
278,POS2847,TEF,S6,Exempt,32696,muerte accidental,E3,2023-05-19,ADMINIST,2019-08-22,4,45.53333333,1366,masculino,CHIHUAHUA,26,solter,0,3
279,POS970,HSE,S6,Exempt,32659,imp.pat-terminacion del contra,E4,2023-05-19,ADMINIST,2020-08-25,3,33.23333333,997,masculino,JUAREZ,32,solter,0,3
280,POS514,LOG,S6,Exempt,32389,imp.tra-bajo desempeno,E3,2023-05-19,ADMINIST,2022-06-30,1,10.76666667,323,masculino,CHIHUAHUA,24,solter,0,3
281,POS1230,VS9-ABS,S5,Direct,32340,vol-transferencia entre planta,DNO,2023-05-19,JF010600,2023-05-01,0,4.466666667,134,femenino,CHIHUAHUA,22,solter,0,2
282,POS977,VS5,S6,Managers,32472,imp.pat-terminacion del contra,SL1,2023-05-19,JF010600,2018-11-01,5,65.13333333,1954,femenino,JUAREZ,48,casad,3,3
283,POS1376,VS7,S5,Direct,32599,imp.tra-jubilacion,DNO,2023-05-19,JT021800,2008-05-19,15,182.6,5478,masculino,GUANAJUATO,62,casad,0,2
284,POS2456,VS5,S5,Direct,32599,vol-transferencia entre planta,DNO,2023-05-19,JF010600,2010-02-07,13,156.8,4704,masculino,JUAREZ,31,casad,0,2
285,POS1380,MFS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-05-22,JT031800,2023-05-01,0,4.566666667,137,femenino,CHIHUAHUA,24,solter,1,1
286,POS1380,MFS,S5,Direct,32599,vol-prob personales y/o fam,DO,2023-05-23,JF060600,2020-03-19,3,38.66666667,1160,femenino,JUAREZ,25,solter,3,1
287,POS1921,MFS,S5,Direct,32594,vol-prob personales y/o fam,DO,2023-05-23,JF010600,2017-07-20,6,71.1,2133,femenino,JUAREZ,24,u.libr,0,1
288,POS538,VS1,S5,Direct,32575,vol-razones medicas,DO,2023-05-23,JT031800,2023-09-02,0,3.433333333,103,femenino,JUAREZ,32,casad,4,1
289,POS1323,VS4,S5,Direct,32575,vol-otro empleo,DO,2023-05-23,JT012324,2023-02-16,0,3.2,96,masculino,JUAREZ,20,solter,0,0
290,POS2939,VS4,S5,Direct,32590,vol-transferencia entre planta,DO,2023-05-23,JS011500,2023-03-23,0,2.033333333,61,femenino,VERACRUZ,43,casad,3,1
291,POS1323,VS5,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-05-23,JS011500,2018-11-22,5,54.76666667,1643,femenino,COAHUILA,41,solter,3,1
292,POS2939,VS7,S5,Direct,32698,vol-prob personales y/o fam,DO,2023-05-23,JF010600,2023-03-30,0,1.8,54,femenino,JUAREZ,24,casad,3,1
293,POS2939,VS7,S5,Direct,32575,vol-estudios,DO,2023-05-23,JS011500,2023-05-04,0,1.6,48,masculino,CHIHUAHUA,23,solter,1,0
294,POS1111,TEF,S5,Indirect,32575,vol-otro empleo,DNO,2023-05-23,ADMINIST,2017-01-02,6,76.73333333,2302,masculino,JUAREZ,44,casad,3,2
295,POS347,LOG,S5,Direct,32575,vol-estudios,DNO,2023-05-23,JT021800,2017-07-09,6,69.46666667,2084,femenino,JUAREZ,24,solter,0,2
296,POS1323,VS9-ABS,S5,Direct,32575,vol-razones medicas,DO,2023-05-23,JT012324,2022-01-09,1,8.8,264,femenino,JUAREZ,35,u.libr,2,1
297,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-05-23,JS011500,2022-09-14,1,8.366666667,251,femenino,JUAREZ,23,solter,4,1
298,POS538,VS9-ABS,S5,Direct,32583,vol-otro empleo,DO,2023-05-23,JT031800,2022-12-29,1,4.833333333,145,femenino,CULIACAN,31,casad,1,1
299,POS538,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-05-23,JT031800,2023-10-01,0,4.433333333,133,femenino,VERACRUZ,33,solter,3,1
300,POS538,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-05-23,JT031800,2014-03-12,9,103.1,3093,femenino,CIHUATLAN,38,divorciado,3,1
301,POS2939,VS1-HOUS,S5,Direct,32590,vol-insatisfaccion personal,DO,2023-05-23,JS011500,2023-03-23,0,2.033333333,61,femenino,HIDALGO,50,casad,3,1
302,POS2718,VS7,S5,Indirect,32471,vol-transferencia entre planta,DNO,2023-05-26,ADMINIST,2017-06-07,6,71.66666667,2150,femenino,JUAREZ,27,solter,0,2
303,POS1227,LOG,S6,Exempt,32563,vol-transferencia entre planta,E3,2023-05-26,ADMINIST,2016-02-16,7,88.53333333,2656,femenino,MIGUEL HIDALGO,34,solter,0,3
304,POS1884,DBE,S6,Exempt,32350,vol-otro empleo,E3,2023-05-26,ADMINIST,2016-08-16,7,82.46666667,2474,masculino,QUERETARO,31,solter,0,3
305,POS2003,MFS,S5,Direct,32575,imp.tra-lft y/o reglamento,DO,2023-05-28,JT021800,2015-10-28,8,92.3,2769,masculino,JUAREZ,43,u.libr,4,0
306,POS347,LOG,S5,Direct,32599,imp.tra-lft y/o reglamento,DNO,2023-05-28,JS011500,2019-08-29,4,45.6,1368,masculino,COAHUILA,50,casad,2,2
307,POS538,VS7,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-05-29,JF060600,2023-05-04,0,1.8,54,femenino,CHIHUAHUA,18,solter,0,1
308,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-05-29,JF010600,2017-11-01,6,77.63333333,2329,masculino,CIUDAD DE MEXICO,29,u.libr,0,0
309,POS347,LOG,S5,Direct,32130,imp.tra-lft y/o reglamento,DNO,2023-05-30,JT021800,2004-12-04,19,232.9,6987,femenino,JUAREZ,41,viud,4,2
310,POS1921,MFS,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-05-30,JS011500,2023-01-17,0,4.433333333,133,masculino,VERACRUZ,32,solter,0,0
311,POS1921,MFS,S5,Direct,32590,vol-cambio de domicilio,DO,2023-05-30,JF010600,2013-05-13,10,122.3,3669,femenino,JUAREZ,46,solter,3,1
312,POS1323,VS1,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-05-30,JF010600,2023-09-02,0,3.666666667,110,masculino,OAXACA,21,solter,0,0
313,POS2939,VS4,S5,Direct,32599,vol-transferencia entre planta,DO,2023-05-30,JT012324,2023-03-23,0,2.266666667,68,femenino,CHIHUAHUA,22,u.libr,2,1
314,POS538,VS5,S5,Direct,27000,vol-prob personales y/o fam,DO,2023-05-30,JF060600,2022-10-20,1,7.4,222,masculino,ZACATECAS,19,solter,0,0
